,,booking_id.jan,amount.jan,room_night.jan,booking_id.feb,amount.feb,room_night.feb,booking_id.march,amount.march,room_night.feb
767,12790,,,,1.0,4116.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
768,13060,,,,1.0,2404.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
769,13359,,,,1.0,1888.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
770,13380,,,,1.0,1976.0,,,,
771,13605,,,,1.0,2204.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
772,13678,,,,1.0,6564.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
773,14557,,,,3.0,22610.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
774,14674,,,,1.0,2508.0,,,,
775,14708,,,,1.0,4807.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
776,14874,,,,1.0,12735.0,4 days 00:00:00.000000000,,,4 days 00:00:00.000000000
777,15447,,,,3.0,5192.0,3 days 00:00:00.000000000,2.0,6169.0,3 days 00:00:00.000000000
778,15573,,,,1.0,2404.0,,,,
779,15620,,,,1.0,1949.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
780,16603,,,,1.0,3314.0,,,,
781,16812,,,,1.0,1392.0,,,,
782,16954,,,,1.0,6513.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
783,16959,,,,1.0,2144.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
784,17092,,,,1.0,2144.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
785,17106,,,,1.0,2079.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
786,17784,,,,1.0,7277.0,,,,
787,17980,,,,2.0,6382.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
788,18139,,,,1.0,2664.0,,,,
789,18261,,,,1.0,2014.0,,,,
790,18934,,,,1.0,3054.0,,,,
791,19309,,,,1.0,4157.0,,,,
792,19588,,,,1.0,2469.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
793,19760,,,,1.0,1888.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
794,19783,,,,1.0,2794.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
795,19795,,,,1.0,1888.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
796,19943,,,,1.0,3574.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
797,20003,,,,1.0,1624.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
798,20223,,,,1.0,1993.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
799,20319,,,,1.0,13056.0,7 days 00:00:00.000000000,,,7 days 00:00:00.000000000
800,20754,,,,1.0,2664.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
801,20855,,,,2.0,5068.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
802,21219,,,,1.0,5717.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
803,21366,,,,1.0,5199.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
804,22782,,,,1.0,2209.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
805,22844,,,,1.0,2664.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
806,22852,,,,1.0,2534.0,,,,
807,23393,,,,1.0,4679.0,,,,
808,23493,,,,1.0,2370.0,1 days 00:00:00.000000000,1.0,2404.0,1 days 00:00:00.000000000
809,23689,,,,1.0,4287.0,,,,
810,24154,,,,1.0,2729.0,,,,
811,24587,,,,1.0,1754.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
812,24749,,,,1.0,2192.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
813,24964,,,,1.0,2079.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
814,25734,,,,1.0,2989.0,,,,
815,25812,,,,1.0,3769.0,,,,
816,25876,,,,2.0,17934.0,,1.0,2144.0,
817,26389,,,,3.0,7927.0,3 days 00:00:00.000000000,4.0,9031.0,3 days 00:00:00.000000000
818,26860,,,,1.0,2469.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
819,27112,,,,1.0,6237.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
820,27328,,,,1.0,14360.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
821,27435,,,,1.0,5197.0,,,,
822,27465,,,,1.0,5134.0,,,,
823,27492,,,,1.0,2794.0,1 days 00:00:00.000000000,5.0,9980.0,1 days 00:00:00.000000000
824,27527,,,,2.0,3833.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
825,27876,,,,1.0,2283.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
826,27905,,,,1.0,2664.0,1 days 00:00:00.000000000,1.0,3986.0,1 days 00:00:00.000000000
827,28621,,,,1.0,3466.0,,,,
828,30453,,,,2.0,8052.0,5 days 00:00:00.000000000,,,5 days 00:00:00.000000000
829,30499,,,,1.0,10587.0,4 days 00:00:00.000000000,,,4 days 00:00:00.000000000
830,30922,,,,1.0,9617.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
831,30990,,,,1.0,1884.0,,,,
832,31136,,,,1.0,2664.0,1 days 00:00:00.000000000,1.0,1594.0,1 days 00:00:00.000000000
833,31316,,,,1.0,2209.0,1 days 00:00:00.000000000,1.0,2469.0,1 days 00:00:00.000000000
834,31412,,,,1.0,2029.0,1 days 00:00:00.000000000,1.0,1949.0,1 days 00:00:00.000000000
835,31583,,,,1.0,3834.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
836,32005,,,,1.0,1884.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
837,32189,,,,1.0,2596.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
838,32581,,,,1.0,3448.0,,,,
839,32661,,,,1.0,2506.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
840,32772,,,,1.0,3507.0,,,,
841,33086,,,,1.0,2794.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
842,33558,,,,1.0,4360.0,2 days 00:00:00.000000000,1.0,1560.0,2 days 00:00:00.000000000
843,33657,,,,1.0,2469.0,,,,
844,34224,,,,1.0,3249.0,,,,
845,35737,,,,1.0,2079.0,,,,
846,36096,,,,1.0,10721.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
847,36152,,,,2.0,3948.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
848,36635,,,,2.0,8094.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
849,37171,,,,1.0,1689.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
850,37618,,,,2.0,8708.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
851,37622,,,,1.0,8057.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
852,37827,,,,1.0,12475.0,,,,
853,38145,,,,1.0,2469.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
854,38832,,,,1.0,1386.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
855,38837,,,,1.0,2989.0,,,,
856,40195,,,,1.0,2274.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
857,40906,,,,1.0,2573.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
858,40981,,,,1.0,5719.0,1 days 00:00:00.000000000,1.0,3119.0,1 days 00:00:00.000000000
859,41023,,,,1.0,3444.0,,,,
860,41034,,,,1.0,2339.0,1 days 00:00:00.000000000,1.0,7732.0,1 days 00:00:00.000000000
861,41043,,,,2.0,8188.0,,,,
862,41627,,,,1.0,2079.0,1 days 00:00:00.000000000,1.0,2306.0,1 days 00:00:00.000000000
863,41895,,,,1.0,2796.0,,,,
864,42287,,,,1.0,2144.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
865,42513,,,,1.0,2274.0,,,,
866,42520,,,,1.0,2144.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
867,42849,,,,1.0,2144.0,,,,
868,43107,,,,2.0,9683.0,1 days 00:00:00.000000000,1.0,4419.0,1 days 00:00:00.000000000
869,43620,,,,1.0,5717.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
870,43860,,,,1.0,2558.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
871,43966,,,,1.0,1685.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
872,44087,,,,1.0,18455.0,,,,
873,45090,,,,1.0,5654.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
874,45318,,,,1.0,2794.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
875,45386,,,,1.0,1977.0,,,,
876,45569,,,,2.0,4808.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
877,45602,,,,2.0,5978.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
878,45817,,,,1.0,4287.0,,,,
879,45876,,,,1.0,2144.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
880,45972,,,,1.0,4419.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
881,46095,,,,1.0,29375.0,12 days 00:00:00.000000000,,,12 days 00:00:00.000000000
882,46097,,,,1.0,5132.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
883,46179,,,,1.0,2144.0,,,,
884,46434,,,,1.0,7602.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
885,46444,,,,1.0,11435.0,,,,
886,46857,,,,1.0,3851.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
887,46976,,,,1.0,5134.0,1 days 00:00:00.000000000,1.0,5654.0,1 days 00:00:00.000000000
888,47054,,,,1.0,2209.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
889,47276,,,,1.0,3229.0,,,,
890,47342,,,,2.0,11692.0,5 days 00:00:00.000000000,,,5 days 00:00:00.000000000
891,47396,,,,1.0,10135.0,4 days 00:00:00.000000000,,,4 days 00:00:00.000000000
892,47695,,,,1.0,2469.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
893,48403,,,,1.0,2989.0,,,,
894,48657,,,,1.0,2857.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
895,48802,,,,1.0,3054.0,,,,
896,49194,,,,1.0,1872.0,,,,
897,49454,,,,1.0,2582.0,,,,
898,49800,,,,1.0,2209.0,,,,
899,50009,,,,1.0,7602.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
900,50187,,,,1.0,2794.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
901,50396,,,,1.0,3899.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
902,50471,,,,1.0,3119.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
903,50501,,,,1.0,5145.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
904,50594,,,,1.0,1949.0,,,,
905,50957,,,,1.0,2599.0,,,,
906,50981,,,,1.0,2664.0,,,,
907,51090,,,,1.0,2035.0,,,,
908,51367,,,,1.0,5004.0,1 days 00:00:00.000000000,1.0,2802.0,1 days 00:00:00.000000000
909,51525,,,,1.0,11887.0,4 days 00:00:00.000000000,,,4 days 00:00:00.000000000
910,51963,,,,2.0,3378.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
911,52262,,,,1.0,2274.0,,,,
912,52447,,,,1.0,2136.0,,,,
913,52555,,,,1.0,1689.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
914,52617,,,,1.0,5327.0,2 days 00:00:00.000000000,1.0,5392.0,2 days 00:00:00.000000000
915,52680,,,,2.0,22353.0,6 days 00:00:00.000000000,,,6 days 00:00:00.000000000
916,52850,,,,1.0,14149.0,4 days 00:00:00.000000000,,,4 days 00:00:00.000000000
917,53008,,,,2.0,6628.0,,1.0,3314.0,
918,54065,,,,2.0,4678.0,2 days 00:00:00.000000000,1.0,2144.0,2 days 00:00:00.000000000
919,54134,,,,1.0,2274.0,,,,
920,54218,,,,2.0,4743.0,,,,
921,54504,,,,1.0,7796.0,,,,
922,55384,,,,1.0,6367.0,,,,
923,55452,,,,2.0,9094.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
924,55556,,,,1.0,2339.0,,,,
925,55575,,,,1.0,3184.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
926,55576,,,,1.0,1949.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
927,55815,,,,1.0,2469.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
928,56000,,,,1.0,7734.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
929,56894,,,,2.0,5263.0,2 days 00:00:00.000000000,2.0,4028.0,2 days 00:00:00.000000000
930,57004,,,,1.0,3286.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
931,57335,,,,2.0,3183.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
932,57438,,,,1.0,8575.0,4 days 00:00:00.000000000,,,4 days 00:00:00.000000000
933,58187,,,,1.0,2014.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
934,58754,,,,1.0,1429.0,,,,
935,58858,,,,2.0,7861.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
936,58871,,,,1.0,2339.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
937,59828,,,,1.0,3194.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
938,59986,,,,1.0,3054.0,1 days 00:00:00.000000000,1.0,2209.0,1 days 00:00:00.000000000
939,60211,,,,1.0,2469.0,,,,
940,60395,,,,3.0,5067.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
941,60635,,,,1.0,2209.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
942,60864,,,,1.0,10527.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
943,61353,,,,1.0,2924.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
944,61550,,,,1.0,6627.0,,,,
945,61856,,,,2.0,13054.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
946,61890,,,,2.0,5328.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
947,62006,,,,3.0,13870.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
948,63082,,,,2.0,4507.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
949,63372,,,,1.0,1903.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
950,63731,,,,1.0,2469.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
951,63907,,,,1.0,2664.0,1 days 00:00:00.000000000,1.0,2794.0,1 days 00:00:00.000000000
952,64143,,,,1.0,3704.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
953,64673,,,,1.0,4224.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
954,64784,,,,1.0,6107.0,,,,
955,65242,,,,1.0,1494.0,,,,
956,65516,,,,1.0,2144.0,,,,
957,65977,,,,1.0,3249.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
958,66108,,,,1.0,3119.0,,,,
959,66598,,,,1.0,3184.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
960,67529,,,,1.0,2664.0,1 days 00:00:00.000000000,1.0,1299.0,1 days 00:00:00.000000000
961,67635,,,,1.0,2989.0,,,,
962,67744,,,,1.0,1664.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
963,67747,,,,1.0,3463.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
964,68109,,,,2.0,3785.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
965,68265,,,,1.0,2443.0,,,,
966,68688,,,,1.0,8596.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
967,68720,,,,1.0,2339.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
968,69059,,,,1.0,9747.0,2 days 00:00:00.000000000,1.0,10397.0,2 days 00:00:00.000000000
969,69202,,,,1.0,2469.0,1 days 00:00:00.000000000,1.0,2534.0,1 days 00:00:00.000000000
970,69522,,,,1.0,1936.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
971,69723,,,,1.0,1494.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
972,69807,,,,1.0,4027.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
973,69881,,,,1.0,3379.0,,,,
974,69975,,,,1.0,1689.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
975,70196,,,,1.0,2339.0,,,,
976,70263,,,,1.0,3416.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
977,70944,,,,1.0,4677.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
978,71982,,,,1.0,2989.0,,,,
979,72061,,,,2.0,7018.0,2 days 00:00:00.000000000,1.0,3054.0,2 days 00:00:00.000000000
980,72186,,,,1.0,2327.0,,,,
981,72844,,,,1.0,4593.0,1 days 00:00:00.000000000,1.0,4159.0,1 days 00:00:00.000000000
982,72883,,,,1.0,2534.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
983,73006,,,,4.0,17675.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
984,73210,,,,1.0,4354.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
985,73278,,,,1.0,1299.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
986,73902,,,,1.0,2664.0,,,,
987,74343,,,,1.0,2404.0,,,,
988,74427,,,,2.0,7731.0,,,,
989,75141,,,,1.0,2274.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
990,75173,,,,1.0,2729.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
991,75341,,,,1.0,3897.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
992,75795,,,,1.0,3656.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
993,76046,,,,1.0,3316.0,,1.0,2924.0,
994,76262,,,,1.0,3588.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
995,76269,,,,1.0,7537.0,,,,
996,76786,,,,1.0,2144.0,,,,
997,76917,,,,1.0,1754.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
998,77061,,,,1.0,4547.0,,1.0,2859.0,
999,77175,,,,1.0,3557.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1000,77901,,,,1.0,2573.0,1 days 00:00:00.000000000,1.0,2675.0,1 days 00:00:00.000000000
1001,78365,,,,7.0,16308.0,7 days 00:00:00.000000000,12.0,28196.0,7 days 00:00:00.000000000
1002,78447,,,,1.0,7322.0,,,,
1003,78706,,,,1.0,1949.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1004,78708,,,,2.0,7016.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1005,78903,,,,1.0,8382.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1006,79319,,,,1.0,2339.0,,,,
1007,79346,,,,1.0,4874.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1008,79434,,,,1.0,3639.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1009,79500,,,,1.0,5018.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1010,79732,,,,1.0,2339.0,,,,
1011,82104,,,,1.0,1754.0,,,,
1012,82195,,,,1.0,2534.0,,,,
1013,82206,,,,1.0,3964.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1014,83024,,,,1.0,2144.0,,,,
1015,83516,,,,1.0,2664.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1016,84630,,,,1.0,16240.0,6 days 00:00:00.000000000,,,6 days 00:00:00.000000000
1017,85093,,,,1.0,2794.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1018,85431,,,,1.0,2534.0,1 days 00:00:00.000000000,1.0,2171.0,1 days 00:00:00.000000000
1019,85699,,,,1.0,4354.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1020,85993,,,,2.0,4288.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1021,86029,,,,1.0,3769.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1022,86187,,,,1.0,2469.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1023,86273,,,,1.0,2469.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1024,86456,,,,1.0,4092.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1025,86889,,,,1.0,1732.0,,,,
1026,87373,,,,1.0,4352.0,,,,
1027,87734,,,,1.0,2339.0,1 days 00:00:00.000000000,1.0,2664.0,1 days 00:00:00.000000000
1028,88424,,,,1.0,2014.0,,1.0,1364.0,
1029,90112,,,,2.0,7796.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
1030,90622,,,,1.0,5654.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1031,91232,,,,1.0,1819.0,,,,
1032,91632,,,,1.0,4417.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1033,92417,,,,1.0,2079.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1034,92694,,,,2.0,5588.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1035,93021,,,,3.0,9747.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1036,93346,,,,1.0,3574.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1037,93351,,,,1.0,2687.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1038,93374,,,,2.0,7679.0,4 days 00:00:00.000000000,,,4 days 00:00:00.000000000
1039,93801,,,,1.0,2220.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1040,94413,,,,1.0,3184.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1041,94430,,,,1.0,6626.0,,,,
1042,94520,,,,1.0,4441.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1043,94861,,,,1.0,2599.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1044,95557,,,,1.0,6887.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1045,95960,,,,1.0,2553.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1046,96030,,,,1.0,4612.0,2 days 00:00:00.000000000,1.0,2599.0,2 days 00:00:00.000000000
1047,96803,,,,1.0,8510.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
1048,97745,,,,1.0,2339.0,,,,
1049,97841,,,,1.0,2685.0,,,,
1050,98551,,,,1.0,2339.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1051,98785,,,,1.0,2924.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1052,99071,,,,1.0,5652.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1053,100305,,,,1.0,5392.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1054,101051,,,,1.0,2924.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1055,101446,,,,2.0,4548.0,,,,
1056,102793,,,,1.0,5199.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1057,103227,,,,1.0,3117.0,,,,
1058,104160,,,,3.0,62711.0,6 days 00:00:00.000000000,,,6 days 00:00:00.000000000
1059,104980,,,,2.0,2868.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1060,105620,,,,3.0,8772.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1061,105919,,,,1.0,5533.0,,,,
1062,106295,,,,1.0,2924.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1063,106508,,,,3.0,8447.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1064,106583,,,,1.0,4484.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1065,106720,,,,1.0,9682.0,,,,
1066,107041,,,,2.0,5004.0,1 days 00:00:00.000000000,1.0,2664.0,1 days 00:00:00.000000000
1067,107622,,,,1.0,2664.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1068,109142,,,,1.0,2794.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1069,109602,,,,1.0,2664.0,,,,
1070,110482,,,,2.0,17216.0,9 days 00:00:00.000000000,,,9 days 00:00:00.000000000
1071,110810,,,,1.0,1884.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1072,112410,,,,1.0,2469.0,,,,
1073,112514,,,,1.0,10785.0,,,,
1074,112619,,,,3.0,8577.0,,,,
1075,113815,,,,2.0,7148.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1076,113931,,,,1.0,13387.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1077,114366,,,,1.0,2209.0,,,,
1078,115233,,,,1.0,10527.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1079,116379,,,,1.0,2274.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1080,116510,,,,1.0,1884.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1081,117555,,,,1.0,9617.0,,,,
1082,118645,,,,1.0,1560.0,,,,
1083,118827,,,,1.0,2404.0,,3.0,5262.0,
1084,119953,,,,1.0,7797.0,,,,
1085,121362,,,,1.0,6821.0,,,,
1086,121442,,,,1.0,1299.0,,,,
1087,121461,,,,2.0,10134.0,,,,
1088,121536,,,,1.0,1884.0,,,,
1089,121698,,,,1.0,2354.0,1 days 00:00:00.000000000,1.0,2293.0,1 days 00:00:00.000000000
1090,122111,,,,2.0,11369.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1091,122969,,,,1.0,2144.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1092,123102,,,,1.0,1836.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1093,124084,,,,1.0,2989.0,,,,
1094,124252,,,,2.0,6164.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1095,126588,,,,2.0,7343.0,2 days 00:00:00.000000000,5.0,18260.0,2 days 00:00:00.000000000
1096,126952,,,,1.0,2404.0,,,,
1097,127171,,,,7.0,182947.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
1098,127745,,,,1.0,5983.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1099,128016,,,,1.0,2404.0,,,,
1100,128795,,,,1.0,2079.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1101,128997,,,,1.0,3819.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1102,129101,,,,1.0,2144.0,,,,
1103,129331,,,,1.0,7960.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
1104,129346,,,,1.0,12605.0,4 days 00:00:00.000000000,,,4 days 00:00:00.000000000
1105,129675,,,,1.0,1884.0,1 days 00:00:00.000000000,2.0,10656.0,1 days 00:00:00.000000000
1106,129987,,,,1.0,3084.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1107,130164,,,,1.0,4549.0,,,,
1108,130739,,,,2.0,4743.0,2 days 00:00:00.000000000,1.0,2404.0,2 days 00:00:00.000000000
1109,130908,,,,3.0,18123.0,9 days 00:00:00.000000000,,,9 days 00:00:00.000000000
1110,131959,,,,1.0,7667.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1111,132205,,,,1.0,3868.0,,,,
1112,132914,,,,1.0,8966.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
1113,133407,,,,1.0,5717.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1114,133948,,,,1.0,1949.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1115,134014,,,,1.0,3062.0,,,,
1116,134107,,,,1.0,3054.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
