,,booking_id.jan,amount.jan,room_night.jan,booking_id.feb,amount.feb,room_night.feb,booking_id.march,amount.march,room_night.feb
1611,139191,,,,,,,1.0,2014.0,
1612,139399,,,,,,,1.0,9677.0,
1613,139421,,,,,,,1.0,1494.0,
1614,139495,,,,,,,3.0,16575.0,
1615,139526,,,,,,,1.0,3444.0,
1616,140525,,,,,,,1.0,1754.0,
1617,141329,,,,,,,2.0,6322.0,
1618,141952,,,,,,,1.0,2209.0,
1619,142058,,,,,,,1.0,7017.0,
1620,142194,,,,,,,1.0,3119.0,
1621,142291,,,,,,,1.0,8252.0,
1622,142628,,,,,,,1.0,1559.0,
1623,142836,,,,,,,1.0,6174.0,
1624,143053,,,,,,,2.0,3947.0,
1625,143748,,,,,,,2.0,6265.0,
1626,143913,,,,,,,1.0,2859.0,
1627,144052,,,,,,,1.0,1949.0,
1628,144682,,,,,,,1.0,7927.0,
1629,145095,,,,,,,1.0,3812.0,
1630,145519,,,,,,,1.0,4937.0,
1631,145651,,,,,,,1.0,3588.0,
1632,146507,,,,,,,1.0,2924.0,
1633,147278,,,,,,,1.0,2469.0,
1634,147285,,,,,,,1.0,2289.0,
1635,147466,,,,,,,1.0,2014.0,
1636,147516,,,,,,,1.0,1871.0,
1637,149015,,,,,,,3.0,18951.0,
1638,149163,,,,,,,2.0,7405.0,
1639,149275,,,,,,,1.0,3769.0,
1640,149975,,,,,,,1.0,2192.0,
1641,150206,,,,,,,1.0,7145.0,
1642,150469,,,,,,,2.0,5913.0,
1643,151151,,,,,,,1.0,3897.0,
1644,152174,,,,,,,1.0,5195.0,
1645,153485,,,,,,,2.0,3798.0,
1646,153664,,,,,,,1.0,3444.0,
1647,153825,,,,,,,1.0,8577.0,
1648,154070,,,,,,,1.0,2469.0,
1649,154793,,,,,,,3.0,15275.0,
1650,155152,,,,,,,1.0,2274.0,
1651,156506,,,,,,,1.0,2144.0,
1652,158172,,,,,,,1.0,2228.0,
1653,158427,,,,,,,7.0,90325.0,
1654,159448,,,,,,,1.0,8860.0,
1655,159558,,,,,,,1.0,5585.0,
1656,160482,,,,,,,1.0,3314.0,
1657,161137,,,,,,,1.0,1386.0,
1658,161789,,,,,,,1.0,4159.0,
1659,161884,,,,,,,2.0,18129.0,
1660,161917,,,,,,,1.0,2491.0,
1661,162206,,,,,,,1.0,2534.0,
1662,162534,,,,,,,1.0,3119.0,
1663,162631,,,,,,,1.0,3366.0,
1664,163662,,,,,,,1.0,2599.0,
1665,163829,,,,,,,1.0,5299.0,
1666,163907,,,,,,,1.0,4419.0,
1667,165340,,,,,,,2.0,24348.0,
1668,166113,,,,,,,1.0,1819.0,
1669,167053,,,,,,,1.0,1819.0,
1670,167196,,,,,,,2.0,4000.0,
1671,167248,,,,,,,1.0,1754.0,
1672,168488,,,,,,,1.0,8707.0,
1673,168493,,,,,,,2.0,9748.0,
1674,168544,,,,,,,1.0,10884.0,
1675,168634,,,,,,,1.0,1962.0,
1676,169072,,,,,,,2.0,3768.0,
1677,170106,,,,,,,1.0,2924.0,
1678,170335,,,,,,,1.0,2989.0,
1679,170764,,,,,,,2.0,7608.0,
1680,171522,,,,,,,1.0,1624.0,
1681,172100,,,,,,,2.0,3963.0,
1682,172517,,,,,,,1.0,4354.0,
1683,172729,,,,,,,1.0,6367.0,
1684,173516,,,,,,,1.0,3379.0,
1685,173979,,,,,,,2.0,5033.0,
1686,175573,,,,,,,1.0,2079.0,
1687,175582,,,,,,,1.0,2365.0,
1688,175856,,,,,,,1.0,2794.0,
1689,175955,,,,,,,3.0,6974.0,
1690,177699,,,,,,,1.0,2081.0,
1691,179042,,,,,,,1.0,1884.0,
1692,179762,,,,,,,2.0,6496.0,
1693,179948,,,,,,,1.0,2404.0,
1694,182418,,,,,,,1.0,2274.0,
1695,182513,,,,,,,1.0,2132.0,
1696,183359,,,,,,,1.0,6757.0,
1697,183383,,,,,,,2.0,5848.0,
1698,183580,,,,,,,1.0,2014.0,
1699,184227,,,,,,,1.0,2274.0,
1700,184825,,,,,,,1.0,1754.0,
1701,185451,,,,,,,1.0,2166.0,
1702,185711,,,,,,,1.0,3249.0,
1703,186694,,,,,,,2.0,15410.0,
1704,186697,,,,,,,2.0,27096.0,
1705,186707,,,,,,,1.0,10721.0,
1706,187359,,,,,,,1.0,8055.0,
1707,187466,,,,,,,1.0,1997.0,
1708,188210,,,,,,,1.0,1386.0,
1709,188432,,,,,,,3.0,6237.0,
1710,188922,,,,,,,2.0,8836.0,
1711,189009,,,,,,,1.0,6889.0,
1712,189081,,,,,,,1.0,2722.0,
1713,189223,,,,,,,1.0,3964.0,
1714,189377,,,,,,,1.0,4549.0,
1715,189413,,,,,,,1.0,5067.0,
1716,190827,,,,,,,1.0,1624.0,
1717,191727,,,,,,,1.0,1859.0,
1718,191728,,,,,,,1.0,2339.0,
1719,193476,,,,,,,1.0,3403.0,
1720,193630,,,,,,,1.0,2079.0,
1721,193867,,,,,,,1.0,4159.0,
1722,194199,,,,,,,1.0,2469.0,
1723,194329,,,,,,,2.0,26415.0,
1724,194874,,,,,,,1.0,4937.0,
1725,195442,,,,,,,2.0,3314.0,
1726,195863,,,,,,,1.0,3769.0,
1727,197706,,,,,,,1.0,6239.0,
1728,198621,,,,,,,1.0,4614.0,
1729,198949,,,,,,,1.0,4159.0,
1730,199674,,,,,,,1.0,3020.0,
1731,199850,,,,,,,1.0,2144.0,
